"SPECIES","YEAR","WEEKNO","NM"
2,1992,24,0.0460585655471534
2,1992,25,0.0309533798013422
2,1992,26,0.0186968524067721
2,1993,1,0.0335327532831981
2,1993,2,0.0473654264091912
2,1993,3,0.0607527098226584
2,1993,4,0.0642696172880908
2,1993,5,0.0531104206544233
2,1993,6,0.0354484410504046
2,1993,7,0.0200320085701337
2,1993,8,0.0108932438900275
2,1993,9,0.00711382808444964
2,1993,10,0.00685143987969604
2,1993,11,0.00932962647708301
2,1993,12,0.0146769818474907
2,1993,13,0.0223043588562875
2,1993,14,0.0316129650399913
2,1993,15,0.0424137602271472
2,1993,16,0.0535094698780567
2,1993,17,0.0592734765652445
2,1993,18,0.0533403927972689
2,1993,19,0.0405352592805819
2,1993,20,0.0323865964791546
2,1993,21,0.0339267658812401
2,1993,22,0.0452973543627614
2,1993,23,0.060407574558406
2,1993,24,0.0644117448994237
2,1993,25,0.0550656981423484
2,1993,26,0.0421380857752409
2,1994,1,0.0192209515748484
2,1994,2,0.0225162874703238
2,1994,3,0.0261651310248158
2,1994,4,0.0299139191418783
2,1994,5,0.0323369038764121
2,1994,6,0.0297360725028701
2,1994,7,0.0208392332762105
2,1994,8,0.0112885839291393
2,1994,9,0.00553363185947801
2,1994,10,0.00290835315239734
2,1994,11,0.00203376344691325
2,1994,12,0.0024192820864333
2,1994,13,0.005673810167104
2,1994,14,0.0175019349668815
2,1994,15,0.0391080078664473
2,1994,16,0.0445080381417625
2,1994,17,0.0366444223437854
2,1994,18,0.0349957246257326
2,1994,19,0.0475686801675384
2,1994,20,0.0745948780126296
2,1994,21,0.106259202992982
2,1994,22,0.122029479157793
2,1994,23,0.111208681375861
2,1994,24,0.0800661268002949
2,1994,25,0.0482833408896952
2,1994,26,0.0266455591497715
2,1995,1,0.034217090896386
2,1995,2,0.0296214422416787
2,1995,3,0.0244920508152253
2,1995,4,0.0184780804601462
2,1995,5,0.0126203416290388
2,1995,6,0.00838022195657583
2,1995,7,0.00587190048852867
2,1995,8,0.00479408952905154
2,1995,9,0.00513772259834264
2,1995,10,0.00801253089285088
2,1995,11,0.0165297277830816
2,1995,12,0.0360732608941694
2,1995,13,0.067561953987568
2,1995,14,0.0966344931278331
2,1995,15,0.0970045110839759
2,1995,16,0.0696632682792846
2,1995,17,0.0491483917703029
2,1995,18,0.0490789923666725
2,1995,19,0.0729134800477554
2,1995,20,0.103903530828754
2,1995,21,0.0900252803214948
2,1995,22,0.0471256019793992
2,1995,23,0.0218492220237078
2,1995,24,0.0127849301172074
2,1995,25,0.00969801545152126
2,1995,26,0.00837986842944773
2,1996,1,0.014598195289541
2,1996,2,0.0245515868491885
2,1996,3,0.0356925083657027
2,1996,4,0.038797853312785
2,1996,5,0.0305016774020189
2,1996,6,0.0212059554455007
2,1996,7,0.0163216570493545
2,1996,8,0.0145248526317462
2,1996,9,0.0126590328407162
2,1996,10,0.00928369034853144
2,1996,11,0.00665313254640623
2,1996,12,0.00657203126151442
2,1996,13,0.0115649571236522
2,1996,14,0.0282076376921911
2,1996,15,0.0622029933741912
2,1996,16,0.0918632016404742
2,1996,17,0.0970697948733569
2,1996,18,0.0837015460479974
2,1996,19,0.0666372797773158
2,1996,20,0.0547380297048139
2,1996,21,0.0514224892399191
2,1996,22,0.0538996226599591
2,1996,23,0.0550707021034963
2,1996,24,0.0485318713032901
2,1996,25,0.0371784683345708
2,1996,26,0.026549232781766
2,1997,1,0.0286930724977367
2,1997,2,0.0282960342258422
2,1997,3,0.02551917623949
2,1997,4,0.0192582645209569
2,1997,5,0.0121007790841037
2,1997,6,0.00751039724253034
2,1997,7,0.00556810645729298
2,1997,8,0.00545244048784015
2,1997,9,0.00703050914139706
2,1997,10,0.0117008987430706
2,1997,11,0.02164189954904
2,1997,12,0.0352280639162859
2,1997,13,0.041635070414654
2,1997,14,0.0373579076165718
2,1997,15,0.0288946989636591
2,1997,16,0.0221824451289317
2,1997,17,0.0202579507574394
2,1997,18,0.0264813306356031
2,1997,19,0.0492405262297958
2,1997,20,0.0962157062827368
2,1997,21,0.14378365962513
2,1997,22,0.144496608716651
2,1997,23,0.101131708837633
2,1997,24,0.0516170658317411
2,1997,25,0.0210409963478557
2,1997,26,0.00766468250601158
2,1998,1,0.0536418263988035
2,1998,2,0.0569230763535952
2,1998,3,0.060917368931151
2,1998,4,0.0662770251711774
2,1998,5,0.0694327525613842
2,1998,6,0.0582031522694543
2,1998,7,0.0321976408706619
2,1998,8,0.0126993617292261
2,1998,9,0.00527207507161436
2,1998,10,0.00337492045097045
2,1998,11,0.00364809260984535
2,1998,12,0.006043336015366
2,1998,13,0.0136269046678164
2,1998,14,0.0334969910179047
2,1998,15,0.0693571652722036
2,1998,16,0.0995161391069482
2,1998,17,0.0975178959978555
2,1998,18,0.0665515674103694
2,1998,19,0.0360556052797287
2,1998,20,0.0210062048153466
2,1998,21,0.0177747094762911
2,1998,22,0.0214170282622263
2,1998,23,0.0273100941755923
2,1998,24,0.0280505340954874
2,1998,25,0.0229451972862393
2,1998,26,0.0167433347027407
2,1999,1,0.066495595206074
2,1999,2,0.0646348084887707
2,1999,3,0.0605025017558214
2,1999,4,0.0525235537273728
2,1999,5,0.0408359233967519
2,1999,6,0.0276168058968454
2,1999,7,0.0158437856082935
2,1999,8,0.00832781503379867
2,1999,9,0.00487372606774183
2,1999,10,0.00383936680019977
2,1999,11,0.00429214756626391
2,1999,12,0.00657190832655067
2,1999,13,0.0129127086985753
2,1999,14,0.0260540560088258
2,1999,15,0.0409007331029661
2,1999,16,0.0425011502299649
2,1999,17,0.0347218079012106
2,1999,18,0.0280800680305994
2,1999,19,0.0262282869266434
2,1999,20,0.029337618043134
2,1999,21,0.0400743774280455
2,1999,22,0.0607387918526195
2,1999,23,0.0839903294412172
2,1999,24,0.0890464051893465
2,1999,25,0.0742202799759069
2,1999,26,0.0548354492964601
2,2000,1,0.0452207044560543
2,2000,2,0.0410643895362123
2,2000,3,0.0394617182321938
2,2000,4,0.0424407909478582
2,2000,5,0.0488695994781607
2,2000,6,0.0467025656758763
2,2000,7,0.0282786095724088
2,2000,8,0.0116396697400954
2,2000,9,0.00517832310956347
2,2000,10,0.00390008346060025
2,2000,11,0.0050689225698501
2,2000,12,0.00878376143463377
2,2000,13,0.0160583038832421
2,2000,14,0.0287427509903695
2,2000,15,0.0494053118562784
2,2000,16,0.0775629446268781
2,2000,17,0.0967848702091181
2,2000,18,0.0824903352475604
2,2000,19,0.0502644669870296
2,2000,20,0.0311142413574133
2,2000,21,0.0279711327273612
2,2000,22,0.0363090861173979
2,2000,23,0.0494266363180054
2,2000,24,0.0525710885357463
2,2000,25,0.04330675401205
2,2000,26,0.0313829389180423
2,2001,1,0.0221915446966681
2,2001,2,0.0246032878379599
2,2001,3,0.0274447168459807
2,2001,4,0.0309846749690874
2,2001,5,0.0343403440764544
2,2001,6,0.0335747937947005
2,2001,7,0.0258391876086604
2,2001,8,0.015082713794101
2,2001,9,0.00703195042578293
2,2001,10,0.00283157080154557
2,2001,11,0.00136768699979218
2,2001,12,0.00129339258500075
2,2001,13,0.00338157226104522
2,2001,14,0.0151150860232405
2,2001,15,0.0536168616269541
2,2001,16,0.088455447321811
2,2001,17,0.0778371348275352
2,2001,18,0.0472665235765344
2,2001,19,0.0265354528762802
2,2001,20,0.0194745563599369
2,2001,21,0.0258760633076374
2,2001,22,0.0545768732254474
2,2001,23,0.107885997185348
2,2001,24,0.12403549224801
2,2001,25,0.0847491997036472
2,2001,26,0.0446078750208394
2,2002,1,0.0479099190488738
2,2002,2,0.0385564702085549
2,2002,3,0.0312021704460489
2,2002,4,0.025529472394724
2,2002,5,0.0207476463182884
2,2002,6,0.0156741664313661
2,2002,7,0.0102927927070977
2,2002,8,0.00644200987182042
2,2002,9,0.00506539548345616
2,2002,10,0.00646457976037801
2,2002,11,0.0121543384277943
2,2002,12,0.0243338609380897
2,2002,13,0.0388492821792209
2,2002,14,0.0461244643664031
2,2002,15,0.0409914699049671
2,2002,16,0.0293844524265739
2,2002,17,0.0222705749001325
2,2002,18,0.0241284864247539
2,2002,19,0.03974496613866
2,2002,20,0.0729801968354199
2,2002,21,0.107381145206635
2,2002,22,0.113339630970071
2,2002,23,0.0928816980654901
2,2002,24,0.0642052123846024
2,2002,25,0.0398735845657587
2,2002,26,0.0234720135948191
2,2003,1,0.0175427089667218
2,2003,2,0.0175509456435615
2,2003,3,0.0159557008654521
2,2003,4,0.0119835761923613
2,2003,5,0.00737322322035569
2,2003,6,0.00442113592524859
2,2003,7,0.00313984614814723
2,2003,8,0.00306352882377047
2,2003,9,0.00451339174539803
2,2003,10,0.0106589029708111
2,2003,11,0.0296356239207325
2,2003,12,0.0561755504571635
2,2003,13,0.0482212273702382
2,2003,14,0.0274326166091601
2,2003,15,0.0199144518852911
2,2003,16,0.0277926970079042
2,2003,17,0.0554270066262123
2,2003,18,0.103759823845135
2,2003,19,0.140453821802478
2,2003,20,0.135568760632904
2,2003,21,0.0946063378064881
2,2003,22,0.0544765997442423
2,2003,23,0.0327240772955106
2,2003,24,0.0252937151897816
2,2003,25,0.0248316651778184
2,2003,26,0.0274830641271124
2,2004,1,0.0730358129792258
2,2004,2,0.0723972049012076
2,2004,3,0.0688025636155387
2,2004,4,0.0601003063026879
2,2004,5,0.0461842455284473
2,2004,6,0.0297760823200584
2,2004,7,0.0154519424068638
2,2004,8,0.00751248831530947
2,2004,9,0.0049805523650785
2,2004,10,0.00637221931533388
2,2004,11,0.0139055458912663
2,2004,12,0.0337616144385035
2,2004,13,0.0626073163039045
2,2004,14,0.0833317479673542
2,2004,15,0.0834481720306317
2,2004,16,0.0668456502367472
2,2004,17,0.0474331418287146
2,2004,18,0.0332528145240897
2,2004,19,0.0254197513516203
2,2004,20,0.0230119092735324
2,2004,21,0.0264696574240758
2,2004,22,0.0342317960263011
2,2004,23,0.037279151011135
2,2004,24,0.0264539954004863
2,2004,25,0.0128112142674475
2,2004,26,0.00512310397443867
2,2005,1,0.0693663304106955
2,2005,2,0.0649723249113468
2,2005,3,0.058923688201515
2,2005,4,0.0500978186975283
2,2005,5,0.0387173012522839
2,2005,6,0.0264488137529585
2,2005,7,0.0156001729352086
2,2005,8,0.00879373820387676
2,2005,9,0.00605904444713284
2,2005,10,0.00642600394010759
2,2005,11,0.0100424194858128
2,2005,12,0.0185495805256294
2,2005,13,0.0328840450271515
2,2005,14,0.0494626669494907
2,2005,15,0.0574866499121754
2,2005,16,0.0506206049234003
2,2005,17,0.0409620579549634
2,2005,18,0.0382832796965347
2,2005,19,0.0449369376469253
2,2005,20,0.0575555741870642
2,2005,21,0.0687620901814911
2,2005,22,0.0692652734132955
2,2005,23,0.0558058663210787
2,2005,24,0.0345838503338828
2,2005,25,0.0174500968267108
2,2005,26,0.00794376986173962
2,2006,1,0.0261976871748608
2,2006,2,0.044806342960602
2,2006,3,0.0667364148962495
2,2006,4,0.075424013047252
2,2006,5,0.0614129172515627
2,2006,6,0.0409560608494088
2,2006,7,0.0259523957242886
2,2006,8,0.0168308664920354
2,2006,9,0.0110438464831709
2,2006,10,0.00731321082629762
2,2006,11,0.00571631767562678
2,2006,12,0.00683612042949296
2,2006,13,0.0148008043832997
2,2006,14,0.0408387026898853
2,2006,15,0.0844047016510498
2,2006,16,0.0934957182547328
2,2006,17,0.0699716513390777
2,2006,18,0.0492446873189148
2,2006,19,0.039909014433735
2,2006,20,0.0373931205860076
2,2006,21,0.0398017872374045
2,2006,22,0.0436549361837498
2,2006,23,0.0417594601685539
2,2006,24,0.0301033427051941
2,2006,25,0.0169559650549993
2,2006,26,0.00843991418254738
2,2007,1,0.0436029126201151
2,2007,2,0.0489236219823758
2,2007,3,0.0486586718858518
2,2007,4,0.0380525216219091
2,2007,5,0.0232576361877136
2,2007,6,0.0140199956437374
2,2007,7,0.010780313790833
2,2007,8,0.0115699796571397
2,2007,9,0.0156333659065326
2,2007,10,0.0237516073271769
2,2007,11,0.036603194276971
2,2007,12,0.051952936500916
2,2007,13,0.0625866307172284
2,2007,14,0.0640320860034897
2,2007,15,0.0572872339728885
2,2007,16,0.0469340907202012
2,2007,17,0.0387039209282872
2,2007,18,0.0355818748707791
2,2007,19,0.037933719786362
2,2007,20,0.0442602225973038
2,2007,21,0.0528381889207911
2,2007,22,0.0591513154099187
2,2007,23,0.0559427939911805
2,2007,24,0.0409199615135078
2,2007,25,0.0241806027012443
2,2007,26,0.0128406004655457
2,2008,1,0.0324019989905359
2,2008,2,0.036147893408665
2,2008,3,0.0391609596108286
2,2008,4,0.0400074926598921
2,2008,5,0.0374202276041324
2,2008,6,0.031095685173622
2,2008,7,0.0223370048358396
2,2008,8,0.0146515438083888
2,2008,9,0.0101941503690449
2,2008,10,0.00870659461932414
2,2008,11,0.00950228961938515
2,2008,12,0.0128850898655007
2,2008,13,0.0207052673581406
2,2008,14,0.0339900509732952
2,2008,15,0.047447020429375
2,2008,16,0.0503048204925883
2,2008,17,0.0443319375392249
2,2008,18,0.0368412290385506
2,2008,19,0.0322059079959871
2,2008,20,0.0321834906289312
2,2008,21,0.0395611554711903
2,2008,22,0.0561790410022661
2,2008,23,0.076939842530699
2,2008,24,0.0863780361139539
2,2008,25,0.0803671321979958
2,2008,26,0.0680541376626427
2,2009,1,0.0212477444932848
2,2009,2,0.0216337132885461
2,2009,3,0.0198874393188529
2,2009,4,0.0149129039508996
2,2009,5,0.00913844320608119
2,2009,6,0.00569408422503831
2,2009,7,0.00459151509092455
2,2009,8,0.00529295616581939
2,2009,9,0.00818030405156744
2,2009,10,0.015645971666058
2,2009,11,0.0316106730386497
2,2009,12,0.0547476812789313
2,2009,13,0.0687567293143425
2,2009,14,0.0671190227920301
2,2009,15,0.0592740906817837
2,2009,16,0.0539245128215109
2,2009,17,0.0540266329092646
2,2009,18,0.0629104218065258
2,2009,19,0.0814973255609874
2,2009,20,0.0966484249793574
